"","day","temp","dewp","num_collisions"
"2469",6,52,35.2,0.557
"2470",7,62.8,52.4,0.435
"2471",1,71.5,60.6,0.575
"2472",2,60.5,51.4,0.523
"2473",3,56.6,46.7,0.383
"2474",4,59.5,42.3,0.615
"2475",5,59.4,37.9,0.606
"2476",6,59.8,46.6,0.502
"2477",7,59.5,45.9,0.441
"2478",1,63.7,49.2,0.4
"2479",2,58.4,37.9,0.549
"2480",3,59.6,52,0.658
"2481",4,55,43.7,0.608
"2482",5,53.2,38,0.634
"2483",6,50.8,35.8,0.586
"2484",7,54.3,46.4,0.5
"2485",1,56.4,46.9,0.559
"2486",2,57.5,51.3,0.562
"2487",3,60.6,48.6,0.669
"2488",4,57.7,34.8,0.613
"2489",5,58.1,45.8,0.647
"2490",6,58.7,44.6,0.525
"2491",7,59.5,54.1,0.467
"2492",1,58.9,50.1,0.607
"2493",2,56.6,53.1,0.639
"2494",3,60,58.2,0.595
"2495",4,64.7,62.9,0.616
"2496",5,54.9,39,0.782
"2497",6,46,30.4,0.506
"2498",7,47.9,30.4,0.479
"2499",1,48.5,29,0.623
"2500",2,56,44.5,0.44
"2501",3,51,30.8,0.615
"2502",4,52,33.5,0.669
"2503",5,37.9,22.2,0.676
"2504",6,33.3,16.2,0.502
"2505",7,43.9,24,0.457
"2506",1,53.2,38.1,0.481
"2507",2,46.5,35.2,0.595
"2508",3,27.6,5.1,0.599
"2509",4,35,14.5,0.545
"2510",5,43.2,22,0.621
"2511",6,39.1,9.4,0.527
"2512",7,35.8,15.8,0.444
"2513",1,39.3,33.9,0.743
"2514",2,42.9,37.6,0.63
"2515",3,43.2,30.6,0.526
"2516",4,44.8,29.2,0.647
"2517",5,49.2,34.8,0.633
"2518",6,40.3,20.3,0.528
"2519",7,42.6,37,0.517
"2520",1,44.8,32.6,0.641
"2521",2,51.6,36.6,0.702
"2522",3,54.3,43.2,0.561
"2523",4,49.2,32,0.374
"2524",5,36.1,22,0.425
"2525",6,36.3,16.8,0.465
"2526",7,33.3,21,0.409
"2527",1,35.3,32.7,0.58
"2528",2,32.4,26,0.62
"2529",3,35.3,27.1,0.552
"2530",4,38.6,27.5,0.597
"2531",5,40.6,23.7,0.563
"2532",6,36.6,18.2,0.566
"2533",7,34,18.5,0.455
"2534",1,46.8,43.4,0.737
"2535",2,55.8,51.6,0.667
"2536",3,37.3,30.4,0.578
"2537",4,31.1,11,0.599
"2538",5,39.1,30.9,0.76
"2539",6,50.1,49.1,0.577
"2540",7,44.8,29.3,0.503
"2541",1,35.6,17.3,0.519
"2542",2,33.5,29.8,0.7
"2543",3,33,24.8,0.701
"2544",4,21.3,7.7,0.699
"2545",5,25.8,10.8,0.698
"2546",6,28.2,15.5,0.52
"2547",7,36.6,23.4,0.51
"2548",1,46.5,27,0.593
"2549",2,45,24.5,0.53
"2551",4,39.8,34.3,0.414
"2552",5,49.4,40.9,0.448
"2553",6,48,37.4,0.355
"2554",7,42.6,30.2,0.384
"2555",1,39.4,38.3,0.518
"2556",2,38.7,34.9,0.443
